type	name	iata_code	coordinates
closed	San Clemente Naval Auxiliary Air Station		"-118.53085, 32.94721"
small_airport	Matagorda Peninsula Airport		"-96.1208, 28.544"
small_airport	Hewetts Airport		"-99.8171, 40.1708"
closed	Ravenswood Airport		"-87.93, 42.01"
heliport	Adventist Medical Center Hanford Heliport		"-119.6672, 36.3233"
small_airport	Tiki Island		"-94.656379, 29.451407"
closed	Old Kona Airport		"-156.0114, 19.6448"
closed	Morse Field		"-155.6773, 18.9163"
small_airport	Gardiners Island Landing Field		"-72.092156, 41.065218"
closed	Cedar Creek Park Aerdorome		"-73.506528, 40.644907"
closed	Stinson Field Municipal Airport		"-88.5878, 33.8518"
heliport	Plum Island Helipad		"-72.188835, 41.183255"
small_airport	Old Stevens Village Airport		"-149.095993042, 66.0090026855"
closed	NAS Squantum		"-71.03371, 42.29772"
closed	Ayresport Airport		"-84.3208, 31.6452"
closed	Taylor Airport		"-99.2977, 32.7417"
closed	Coronado Airport		"-106.5285, 35.1933"
closed	Pete's Patch Airport		"-91.5851, 42.1338"
heliport	Williamson Memorial Hospital Helipad		"-82.2725, 37.6785"
heliport	Williamson ARH Hospital Heliport		"-82.2964, 37.6766"
closed	Irvine Airport		"-83.9998, 37.7188"
closed	Frank Field		"-116.7722, 43.6733"
small_airport	Larry F Warren Field		"-79.170802, 36.090583"
closed	Reeves Auxillary Army Airfield #1		"-100.9825, 35.4531"
heliport	Circuit of the Americas Helipad		"-97.63848, 30.13185"
small_airport	Private strip nr Huntsville		"-95.54221, 30.79851"
small_airport	Hodges Airfield		"-93.395117, 31.373602"
small_airport	"Forest service strip nr Kurthwood, LA"		"-93.15745, 31.31646"
heliport	Antelope Valley Hospital Medical Center Heliport		"-118.16, 34.6878"
heliport	New Barstow Community Hospital Heliport		"-117.0178, 34.8925"
heliport	Clovis Community Hospital Heliport		"-119.6591, 36.8386"
heliport	Doctors Medical Center of Modesto Heliport		"-120.9975, 37.6654"
heliport	Good Samaritan Hospital Heliport		"-121.947479, 37.253217"
heliport	Harbor/UCLA Medical Center Heliport		"-118.2926, 33.8292"
heliport	John C. Fremont Healthcare District Heliport		"-119.977789, 37.499753"
heliport	John Muir Mt. Diablo Medical Center Heliport		"-121.7337, 37.9241"
heliport	Kaiser Foundation Hospital Manteca Heliport		"-121.2471, 37.7979"
heliport	Kaiser Permanente Medical Center Santa Clara Heliport		"-121.9998, 37.3349"
heliport	Kaiser Permanente Modesto Heliport		"-121.052821, 37.708008"
heliport	Kaweah Delta District Heliport (A-lll)		"-119.2939, 36.3281"
closed	Mount Comfort Airpark		"-94.209602, 36.090599"
heliport	Kern Valley Hospital Heliport		"-118.4069, 35.6345"
heliport	Mad River Community Hospital Heliport		"-124.090957, 40.895308"
small_airport	Elgin's Stony Field Airport		"-98.273123, 34.778494"
large_airport	atl		"-84.375, 33.137551"
small_airport	Freeman Swank Farms Airport		"-82.43173, 40.59683"
closed	Walesboro Airport		"-85.925, 39.142"
small_airport	Plane Crazy Airport		"-90.5763333, 30.5460694"
small_airport	W & E Air Service Airport		"-91.683899, 31.447599"
heliport	Pebbly Beach Seaplane Base Helipad		"-118.311455, 33.336686"
small_airport	Grebe Lake Airport		"-149.623942, 61.559459"
heliport	Jones Regional Medical Center Heliport		"-91.2618444, 42.100962"
small_airport	Vultures Row		"-97.103047, 33.340168"
heliport	St Mary's Hospital - Franciscan-Skemp Heliport		"-90.814042, 43.945044"
small_airport	Windmillcreek Airport		"-97.311284, 33.309023"
closed	Hereford Aux AAF		"-110.147806, 31.415925"
closed	Forrest Field		"-109.67488, 31.374521"
heliport	Appleton Municipal Hospital Heliport		"-96.007611, 45.200273"
heliport	Atwood Helipad		"-96.338358, 34.957466"
small_airport	Koch Field		"-103.238618, 39.288164"
small_airport	Ronnie Cole		"-85.72268, 39.831008"
small_airport	My Place Airport		"-82.943787, 40.478828"
heliport	Andre Smith Aviation Heliport		"-91.007294, 30.361694"
closed	Camp San Luis Obispo Army Airfield		"-120.7483, 35.3321"
small_airport	Snowshoe Lake Airport and Seaplane Base		"-146.675004, 62.0328"
seaplane_base	Toledo Seaplane Base		"-83.5534, 41.622202"
seaplane_base	Steam Boat Bay Seaplane Base		"-94.370505, 46.397432"
seaplane_base	Lake Keystone Seaplane Base		"-82.593975, 28.1359444"
heliport	Lakewood Health Center Heliport		"-94.601888, 48.706388"
small_airport	Reynolds Ranch Airport		"-97.388688, 26.158425"
small_airport	Russian Flat Airport		"-110.4178278, 46.7243111"
heliport	Auto Club Speedway Heliport		"-117.50506, 34.0874"
heliport	Wilbur Wright Birthplace Heliport		"-85.243602, 39.954245"
seaplane_base	Sage Lake Seaplane Base		"-83.942759, 44.351181"
small_airport	Griffin Field		"-68.9771056, 44.8677222"
heliport	Adventist Hinsdale Hospital Heliport		"-87.9216361, 41.8053444"
heliport	Midland Memorial Hospital Heliport		"-102.1009444, 31.9967501"
small_airport	Big View Airport		"-104.928654, 40.764462"
heliport	Behring Ranch Heliport		"-121.9509333, 39.3413112"
small_airport	Brown's Homestead Airport		"-149.98245, 61.472911"
small_airport	In the Air Boys		"-100.559373, 31.584173"
small_airport	Freps Airport		"-91.582508, 35.298118"
small_airport	FFS Field		"-91.535999, 35.284432"
small_airport	Jps Field		"-91.578227, 35.295401"
small_airport	Tuckers Field		"-91.865896, 35.64057"
small_airport	Elvis1 Field		"-91.647637, 35.217525"
small_airport	Cash field		"-91.030442, 35.800059"
small_airport	Barbers Lake Field		"-91.53301, 35.160699"
small_airport	Falwell Railroad Field		"-91.363072, 35.551564"
small_airport	Aubry Field		"-90.891562, 34.71968"
small_airport	Aubry Field2		"-90.914616, 34.714668"
small_airport	Bennetts Field		"-91.484762, 35.27687"
small_airport	Collisons Field		"-91.512721, 35.32093"
small_airport	Enlgand ag strip		"-91.979719, 34.544423"
small_airport	Buds Field		"-91.462707, 35.316699"
small_airport	McConnaughhay's Field		"-91.644011, 35.097298"
small_airport	Reapers Field		"-91.803972, 35.327459"
small_airport	Tupelo Field		"-91.231098, 35.41211"
small_airport	Reynolds Field		"-91.068507, 35.189439"
seaplane_base	Rat Landing Seaplane Base		"-76.911121, 36.389984"
seaplane_base	Northwoods Romeo Seaplane Base		"-92.024214, 45.538057"
seaplane_base	Lakeside Seaplane Base		"-81.6553139, 28.7927972"
seaplane_base	Mathieu Landing Seaplane Base		"-92.4881528, 47.3940723"
closed	Ambersand Beach Seaplane Base		"-80.431299, 27.826006"
seaplane_base	Point Seaplane Base		"-93.5644444, 44.9538889"
seaplane_base	Rising Sun Seaplane Base		"-84.8509667, 38.9474639"
seaplane_base	Hut Haven Seaplane Base		"-76.726725, 43.337701"
seaplane_base	Nils Seaplane Base		"-77.4944778, 41.1700722"
heliport	Virginia DMV Headquarters Heliport		"-77.4623878, 37.56138"
small_airport	Evergreen North-South Airpark		"-122.5311389, 45.6257223"
closed	Panama City Beach Airstrip		"-85.817422, 30.201273"
seaplane_base	Cape Air Seaplanes on Boston Harbor Seaplane Base	BNH	"-71.025832, 42.352502"
small_airport	Bells Field		"-91.546, 34.980201"
small_airport	Stans Field		"-91.257173, 34.989705"
small_airport	Mallets Field		"-92.534957, 35.211149"
small_airport	Lesters Field		"-91.341105, 35.277262"
heliport	Cimarron Heliport		"-104.924708, 36.512708"
heliport	Desoto Heliport		"-96.8552278, 32.6316611"
heliport	Memorial Medical Center Heliport		"-86.428237, 43.957945"
heliport	Amistad North Heliport		"-80.681792, 27.271825"
heliport	Silverbell Army Heliport		"-111.334291, 32.522268"
heliport	Amangiri Heliport		"-111.6168333, 37.0238889"
heliport	Loflin Heliport		"-122.865158, 45.215164"
heliport	Lawler Heliport		"-83.1204083, 42.7490694"
heliport	Mercy Health - Anderson Hospital Heliport		"-84.350118, 39.085496"
closed	Beacon Station Air Strip		"-116.20977, 35.13047"
heliport	Marine Corps Logistics Base Heliport		"-116.954883, 34.873565"
heliport	Grande Ronde Hospital EMS Heliport		"-118.105363, 45.319519"
heliport	Frank R Howard Memorial Hospital Heliport		"-123.3392973, 39.3890972"
small_airport	Polyanna Ranch Airport		"-96.7102778, 32.0794444"
small_airport	Indianhead Ranch Airport		"-100.897194, 29.6753194"
small_airport	Sunshine Acres Airport		"-117.263611, 47.833889"
small_airport	Stateline Airport		"-80.513076, 40.536617"
heliport	Harris Nuclear Plant Heliport		"-78.959566, 35.637515"
closed	Elizabeth James Airport		"-78.355865, 40.565017"
heliport	Blackberry Ridge Heliport		"-91.5223639, 41.6934"
small_airport	West Wind Airport		"-93.6011111, 48.453611"
heliport	Carilion Clinic Heliport		"-80.5062511, 37.08682"
small_airport	Heinen Airport		"-96.004127, 39.779366"
small_airport	Pheasant Wings Airport		"-96.6125278, 34.9526806"
heliport	LaSalle General Hospital Heliport		"-92.1569444, 31.6938889"
small_airport	Flugplatz Airport		"-97.7339389, 38.0248388"
small_airport	Dead Cow Field		"-76.644701, 34.758387"
small_airport	Jalapeno Ranch Airport		"-113.9298111, 33.8600582"
small_airport	Hooks Strip Airport		"-118.773055, 43.5922222"
heliport	Centerport Heliport		"-117.8747611, 33.6716917"
heliport	North Port Fire Rescue Station 84 Heliport		"-82.162708, 27.066541"
heliport	Clear Lake Heliport		"-84.395223, 37.924833"
small_airport	Jubilee Acres Airport		"-81.6531667, 27.7897"
small_airport	Coose Field		"-93.9599681, 37.3939486"
small_airport	B and S Farms Airfield		"-94.4893472, 36.6404333"
heliport	Holzer Athens Heliport		"-82.029195, 39.333238"
heliport	Doctors Hospital Heliport		"-82.095592, 33.487583"
heliport	Southlands ER Heliport		"-104.711839, 39.60336"
small_airport	Rod's Sod Airport		"-81.67205, 39.392721"
heliport	Patients Emergency Room Heliport		"-94.902306, 29.822253"
heliport	Barbourville ARH Heliport		"-83.869164, 36.851594"
heliport	Stones River Hospital Heliport		"-86.071747, 35.831972"
small_airport	Flying V Ranch Airport		"-91.6831, 38.918174"
heliport	St Clare's Hospital Heliport		"-89.57905, 44.889456"
closed	Zurik STOLport		"-82.777676, 40.347006"
heliport	Joint Township Memorial Hospital Heliport		"-84.372384, 40.544663"
heliport	Springfield Regional Medical Center Heliport		"-83.817517, 39.928752"
small_airport	Rocky Point Airport		"-96.614243, 34.949258"
small_airport	BHH Aviation Airport		"-79.595432, 36.476016"
heliport	Spectrum Health Reed City Hospital Heliport		"-85.519847, 43.878636"
closed	Rockin 7 Ranch Airport		"-96.437469, 31.16046"
small_airport	XWind Farm Airport		"-96.298306, 33.724417"
small_airport	Evan Airport		"-90.907972, 30.314672"
small_airport	Sanctuary Ranch Airport		"-96.045951, 32.056457"
small_airport	Linn County Airport		"-94.690325, 38.173431"
heliport	J&J New Brunswick Helistop		"-74.445735, 40.501837"
heliport	St. Mary's Good Samaritan Heliport		"-88.937778, 38.297222"
heliport	Honeywell Heliport		"-74.476694, 40.837083"
small_airport	Barren Creek Field Airport		"-75.797167, 38.455384"
heliport	UCSD Health System East Campus Interim Heliport		"-117.2210194, 32.876406"
small_airport	Windsor Farms Airport		"-78.817261, 35.227514"
small_airport	Sohler's Holly Hill Airport		"-122.993917, 45.413389"
heliport	The Medical Center at Franklin Heliport		"-86.577725, 36.700043"
heliport	Benson Heliport		"-95.613889, 45.314167"
small_airport	Hallick Farm Airport		"-89.776389, 43.099444"
small_airport	Claasen Airport		"-96.324058, 33.321666"
heliport	Rigby Heliport		"-69.595694, 43.922739"
small_airport	Hefner Farms Airport		"-102.859839, 34.603617"
heliport	Brunswick Family Health Center Heliport		"-81.815443, 41.237698"
small_airport	Twisted T Field		"-96.597836, 30.260228"
small_airport	Zoch Airport		"-95.893731, 31.193503"
heliport	Chilton County Health Care Authority Heliport		"-86.621944, 32.880833"
heliport	Eaken's Landing Heliport		"-80.697473, 40.862219"
heliport	Kuhn Heliport		"-78.288612, 39.371666"
small_airport	Lakeview Airport		"-86.154755, 37.327"
heliport	Ogburn VFD Heliport		"-95.245914, 32.836806"
small_airport	Renick Field		"-84.219167, 38.052222"
small_airport	McBee Field		"-96.057222, 32.757417"
heliport	Texas Health Willow Park Heliport		"-97.661694, 32.745222"
small_airport	Pumpkin Patch Field		"-92.217762, 34.636768"
heliport	Avera Dells Area Hospital Heliport		"-96.717278, 43.828501"
small_airport	Kadrmas Airport		"-102.795222, 46.991308"
small_airport	Buck Knob Airport		"-91.891111, 44.667861"
heliport	Hospitals of Providence Transmountian Campus Heliport		"-106.5653, 31.9032"
small_airport	Twisted JS Airport		"-96.3900278, 33.092944"
small_airport	Falwell Base		"-91.332981, 35.54914"
small_airport	Oak Grove Farm Airport		"-75.721508, 38.657172"
small_airport	Mercey Hot Springs Airport		"-120.860132, 36.706512"
heliport	Medflight 5 Heliport		"-82.723906, 40.750947"
small_airport	Pharmnall Airport		"-97.140216, 32.215381"
small_airport	Falwell Freeway		"-91.362532, 35.465008"
small_airport	Schroeder's field		"-91.738801, 35.071718"
small_airport	Fish Hatchery Farm Airport		"-114.11, 46.202222"
heliport	Volare North Heliport		"-85.724398, 44.25054"
small_airport	1904 Private Runway Airport		"-97.861949, 36.161543"
small_airport	S Bar Ranch Airport		"-115.248611, 43.260004"
small_airport	Smith Airpark		"-98.486925, 35.468522"
heliport	Wayne Memorial Hospital Heliport		"-75.261944, 41.589835"
small_airport	Hye Airport		"-98.562438, 30.2517111"
small_airport	Rado's Crossing Airport		"-83.6320111, 41.90555"
heliport	International Falls Customs & Border Patrol Heliport		"-93.389669, 48.602614"
heliport	Medflight 9 Heliport		"-83.584972, 39.610442"
small_airport	R and R Airport		"-97.255833, 35.561633"
small_airport	Skyview Ranch Airport		"-99.619264, 30.382211"
small_airport	Oakfield RLA Airport		"-88.570278, 41.846387"
heliport	Baylor Scott and White Medical Center Heliport		"-97.971665, 30.332889"
small_airport	Postoak Airport		"-98.224372, 31.301419"
small_airport	Sugar Hollow RLA Airport		"-88.831603, 40.129295"
closed	Terminal Island Airport/Allen Field		"-118.257001, 33.75"
seaplane_base	Haggards Landing Seaplane Base		"-150.014681, 61.528024"
heliport	Mountain Point Medical Center Helipad		"-111.877673, 40.424595"
closed	Action Aero Airport		"-97.182234, 32.636246"
small_airport	Mena Airport		"-97.149856, 32.463158"
small_airport	Goose Landing Airport		"-90.307628, 30.636065"
small_airport	Rememberance Airport		"-101.938542, 33.421253"
small_airport	Weitz Airport		"-116.832522, 43.594819"
heliport	Ferrell Flying Field Heliport		"-84.321342, 39.386033"
small_airport	McClellan Creek Airport		"-100.629575, 35.340105"
heliport	Melvin EMS Helipad		"-99.578306, 31.198517"
small_airport	Mercury Ranch Airport		"-96.518658, 34.192302"
small_airport	Stichnoth RLA Airport		"-87.567222, 40.613531"
small_airport	Sundre Airport		"-101.202508, 48.1911667"
small_airport	Oliair Airport		"-91.7198861, 32.2561056"
small_airport	Oligrow Airport		"-91.540041, 32.2962333"
small_airport	Carrar Farm Airport		"-75.873902, 41.9337778"
small_airport	Nettle Creek Landings Airport		"-88.5224722, 41.4320667"
heliport	S C Johnson Waxdale Heliport		"-87.883889, 42.711389"
small_airport	Kleinik RLA Airport		"-89.2562542, 39.3830236"
heliport	Sentara Leigh Hospital Heliport		"-76.1915417, 36.8512167"
heliport	Orlando VA Medical Center Heliport		"-81.2751917, 28.364"
closed	Flying M Ranch Airport		"-92.5946428, 45.008023"
small_airport	Dean Schwenk RLA Airport		"-88.3048333, 39.9168889"
closed	Natomas Field		"-121.515236, 38.638237"
heliport	Pipestone County Medical Center Heliport		"-96.3233333, 43.9902778"
small_airport	Pfau Airstrip		"-93.482312, 45.656815"
small_airport	Springhill Field Airport		"-90.427222, 43.454168"
heliport	Elk Creek Heliport		"-116.3286639, 45.2424028"
heliport	Ripon Medical Center Heliport		"-88.8189167, 43.8336944"
small_airport	Old Valley Airport		"-83.825555, 36.32833"
heliport	Willis-Knighton South Hospital Heliport		"-93.7986944, 32.402916"
small_airport	Sunny V Ranch Airport		"-98.6771167, 29.9323694"
heliport	Air Evac 95 Heliport		"-81.7516667, 32.3919444"
closed	Young's Airport		"-83.7291667, 31.585"
heliport	TC Helicopter Heliport		"-85.7501111, 44.7445139"
heliport	Oakwood Southshore Medical Center Heliport		"-83.214669, 42.115974"
small_airport	Delva Field Airport		"-95.67313, 32.544452"
small_airport	Ross Airport		"-82.3561167, 41.2098056"
seaplane_base	Wayzata Bay Landing Seaplane Base		"-93.503889, 44.9538889"
heliport	Chase Heliport		"-72.799112, 41.7896"
small_airport	J & H Airport		"-102.1516056, 35.201725"
heliport	Windom Area Hospital Heliport		"-95.113219, 43.878357"
heliport	Elliot Hospital Heliport		"-71.437722, 42.984945"
heliport	Florida Hospital Zephyrhills Heliport		"-82.185645, 28.262183"
heliport	Christus Spohn Hospital Alice Heliport		"-98.0409061, 27.76503"
small_airport	Hodges Field Airport		"-84.1299667, 32.1234861"
small_airport	Riverbend Ranch Airport		"-96.841453, 37.647486"
closed	Sowieja Airport		"-93.072436, 44.6344106"
heliport	Christus Spohn Hospital Beeville Heliport		"-97.730864, 28.406698"
small_airport	Arland Airport		"-97.602305, 38.968768"
small_airport	Gaitros STOL Airport		"-88.733277, 39.942276"
closed	Sandy River Federal I Airport		"-160.230109, 56.226756"
closed	David River Airport		"-161.638059, 55.913896"
closed	Wide Bay Airport		"-156.41851, 57.3717"
heliport	Scott & White Medical Center - College Station Heliport		"-96.278122, 30.582266"
heliport	Resolute Forest Products Heliport		"-86.35788, 33.322434"
heliport	Foley Hospital Heliport		"-87.685113, 30.426669"
heliport	St Vincent's BLT Heliport		"-86.494813, 33.9299"
